word,log_odds_ratio
electronic,0.08567
electronically,0.11088
electronics,0.81356
electrophysiology,0.23639
elegant,-0.28813
element,-0.49333
elements,0.19084
elevated,-0.0671
elevations,0.41227
elevator,0.41284
eleven,0.41227
eli,-0.15374
elias,-0.06557
elicit,0.41227
eligible,-0.22466
eliminate,-0.16105
eliminated,-0.25955
eliminates,-0.28813
eliminating,-0.16401
elimination,0.23639
eliquis,0.23639
elite,0.71422
elizabeth,-0.23504
ella,-0.06557
ellaone,0.41227
ellen,0.41397
elliot,0.41227
elliott,-0.28813
ellis,0.71422
else,-0.28875
elsewhere,-0.17459
eluded,0.11088
elwood,0.41227
email,-0.44332
emailed,0.3167
emails,-0.43541
emanating,0.71422
embarrassed,-0.28813
embarrassing,0.41284
embarrassment,-0.28813
embolisms,0.41227
embraced,0.23639
embryo,0.89124
embryology,0.89124
embryos,-0.19137
emerge,0.1113
emerged,-0.70598
emergence,0.23639
emergency,-0.10071
emerging,-0.17459
emeritus,-0.40402
emily,-0.73852
eminent,0.41227
emirates,-0.10114
emission,0.23639
emit,0.41284
emma,0.11109
emory,-0.33288
emotion,0.1113
emotional,-0.05004
emotionally,-0.36767
emotions,0.01388
emphasis,-0.19137
emphasize,-0.54484
emphasized,-0.63271
emphasizes,-0.15374
emphysema,0.16986
employ,-0.19086
employed,0.11109
employees,0.06
employer,0.41227
employment,0.41227
employs,0.11088
empowered,-0.06557
empowerment,0.71422
empty,-0.52197
en,0.02789
enable,0.41742
enabled,-0.06572
enables,0.59192
enabling,0.41397
enamel,0.71422
encased,0.41227
encephalopathy,0.11088
encompassing,0.41227
encountered,0.41227
encourage,-0.32686
encouraged,-0.00952
encourages,0.2677
encouraging,-0.06822
end,-0.10021
endarterectomy,0.11088
ended,-0.39814
ending,0.19084
endings,0.41227
endless,0.11088
endo,0.41227
endocrine,-0.54484
endocrinologist,-0.22701
endocrinology,0.06
endometrial,-0.28988
endorsed,0.01382
endorsement,0.11088
endoscope,0.11088
endoscopic,0.41227
endoscopy,-0.06557
endothelial,0.41284
endovascular,-0.28813
endpoint,-0.28813
ends,-0.37014
endurance,0.19084
endure,-0.01436
enduring,-0.19137
enemies,-0.06557
enemy,-0.28813
energy,0.1425
enforcement,-0.36767
engage,0.03182
engaged,0.23717
engagement,0.41227
engaging,0.01382
engine,0.11088
engineer,0.4134
engineered,-0.12125
engineering,0.11214
england,-0.25752
enhance,0.03664
enhanced,0.07681
enhancement,0.71572
enhancer,0.71422
enhancers,0.41227
enhances,0.41284
enhancing,-0.28813
enjoy,0.01388
enjoyed,0.71722
enjoying,0.28811
enjoys,0.41284
enlarge,-0.34858
enlarged,-0.04114
enlarges,0.41227
enormous,0.19183
enough,-0.19434
enriched,-0.36767
enrolled,-0.00532
enrolling,-0.36767
enrollment,-0.59095
ensure,-0.29165
ensuring,0.1113
entail,0.41227
entails,0.41284
enter,-0.30697
entered,-0.27355
entering,0.19183
enters,0.01382
entertaining,0.11088
enthusiasm,-0.19189
enthusiastic,-0.06587
enthusiasts,0.11088
entire,-0.18574
entirely,-0.47415
entorhinal,0.41284
entrepreneur,0.41227
entrepreneurs,0.11088
entry,-0.28813
entwined,0.41227
envelope,0.11088
environment,0.01412
environmental,-0.29076
environments,0.71722
envision,0.11088
envisions,0.11088
enzymatic,0.41227
enzyme,-0.05004
enzymes,0.23795
epa,0.23639
epic,0.41227
epidemic,-0.61519
epidemics,0.41227
epidemiological,-0.13302
epidemiologist,-0.35255
epidemiology,-0.13573
epidermal,-0.19086
epilepsy,-0.06648
epileptic,-0.19086
epileptics,0.41227
episode,-0.10114
episodes,-0.09017
episodic,0.89124
epithelial,-0.19086
equal,-0.37139
equally,-0.34196
equals,0.58985
equate,-0.06557
equation,0.3167
equatorial,-0.10114
equine,0.41227
equipment,0.11343
equity,0.11088
equivalent,0.24033
equivalents,0.11088
er,-0.06572
era,-0.03585
eradicate,-0.28813
eradicated,0.41227
erasmus,0.41397
erectile,0.01388
erections,-0.06557
erg,0.41227
eric,-0.20665
erica,0.11088
erin,0.41284
eritrea,-0.10114
ernst,0.11088
erratic,0.11109
error,-0.41811
errors,0.23639
erupts,0.41227
escalating,-0.28813
escitalopram,0.41284
esketamine,0.41227
esophageal,0.06
esophagus,-0.28988
espa,0.03911
especially,-0.25337
essence,-0.28813
essential,-0.19449
essentially,-0.24856
establish,-0.17028
established,-0.30604
establishes,-0.06557
establishing,0.01382
estate,-0.06557
esteem,-0.19086
estimate,-1.13115
estimated,0.0671
estimates,-0.13122
estimating,-0.19086
estonia,-0.10114
estradiol,0.11088
estrogen,-0.23843
estrogens,-0.06557
et,0.06
etc,-0.06557
ethanol,0.41227
etherton,-0.19086
ethical,-0.43657
ethicist,0.11088
ethiopia,-0.10114
ethnic,-0.11198
ethnically,0.41227
ethnicities,0.41284
eu,0.41227
eugene,-0.06557
euphoria,-0.13302
europe,-0.29802
european,-0.01756
evade,0.41227
evaluate,-0.24711
evaluated,-0.40627
evaluating,0.03182
evaluation,-0.72652
evaluations,-0.06572
evans,0.28811
evanston,0.41227
eve,-0.06557
even,-0.13572
evening,-0.06633
event,-0.11888
events,-0.17154
eventual,0.23639
eventually,-0.05367
ever,-0.20715
every,-0.16467
everybody,0.09123
everyday,-0.13436
everyone,-0.1608
everything,0.12557
everywhere,0.4134
evidence,-0.30376
evident,0.1113
evolution,0.4134
evolutionary,0.11088
evolve,0.28811
evolved,0.20935
evolving,0.1113
exacerbate,0.11088
exacerbated,0.41227
exact,-0.37139
exactly,-0.16929
exam,0.11322
examination,-0.24428
examinations,-0.06557
examine,-0.00755
examined,-0.11861
examines,0.41397
examining,-0.19292
example,-0.2906
examples,-0.43497
exams,0.00155
exceedingly,0.41227
excellence,-0.54484
excellent,0.02674
except,-0.11888
exception,0.01382
exceptionally,0.23639
excess,-0.53927
excessive,0.16445
excessively,0.41227
exchange,-0.43497
excited,0.07138
excitement,-0.25955
exciting,0.01087
excluded,-0.289
excluding,0.28811
exclusive,-0.19086
exclusively,-0.19086
excreted,0.71422
excruciating,0.28811
executive,-0.1295
executives,0.41227
exelixis,0.41227
exercise,-0.02287
exercised,-0.33075
exercisers,0.11088
exercises,0.08052
exercising,-0.19397
exert,-0.06557
exertion,0.4134
exhale,-0.06557
exhaling,0.41227
exhausted,-0.63271
exhibit,-0.19086
exhibited,0.41284
exist,-0.24288
existed,0.23639
existence,0.41227
existing,0.08533
exists,-0.19189
exit,-0.19086
expand,-0.04114
expanded,-0.22701
expanding,-0.02787
expands,0.41284
expansion,-0.19086
expect,-0.10855
expectant,-0.59095
expectations,-0.65543
expected,-0.17037
expects,0.1723
expel,0.11088
expend,0.41227
expended,0.41227
expense,0.11193
expenses,0.28811
expensive,-0.30757
experience,-0.02227
experienced,-0.18256
experiences,-0.37265
experiencing,0.31386
experiment,-0.08473
experimental,-0.12369
experimenting,0.19084
experiments,-0.23927
expert,-0.33719
expertise,-0.28813
experts,-0.27433
expired,0.41227
explain,-0.17515
explained,-0.10613
explainer,0.41227
explains,-0.26185
explanation,-0.25955
explicitly,0.41227
exploration,0.71572
explore,0.20801
explored,-0.13369
explorer,0.41227
explores,0.89124
exploring,-0.03585
exponentially,0.11088
expose,-0.19189
exposed,-0.25335
exposing,-0.28988
exposure,0.02351
exposures,-0.49333
express,-0.28813
expressed,-0.09017
expressing,0.11109
expression,0.51181
expressions,-0.28813
exquisite,0.71422
extend,-0.04493
extended,-0.45403
extending,0.19084
extends,-0.54484
extension,0.3167
extensive,-0.59636
extensively,-0.19086
extent,-0.45874
external,0.11193
extra,-0.43052
extract,-0.17781
extracted,0.335
extracting,0.41227
extracts,0.06
extraordinarily,-0.36767
extraordinary,0.23639
extrapolate,0.11088
extrapolated,0.41227
extreme,-0.19292
extremely,-0.01784
extremity,0.11088
eye,-0.00496
eyebrow,0.41227
eyebrows,0.41284
eyes,0.1031
fabric,0.11088
fabrice,0.41227
fabrizio,0.11088
face,-0.25299
facebook,-0.40979
faced,0.05343
faces,0.15008
facial,0.47462
facilitate,0.23639
facilities,-0.02787
facility,-0.10114
facing,-0.11198
fact,-0.04335
factor,-0.31897
factories,-0.06557
factors,-0.12009
facts,-0.33075
faculty,0.16986
fad,0.41227
fade,-0.28813
fading,0.41227
faeroe,-0.10114
fagerholm,0.41227
fail,0.16445
failed,-0.05552
failing,-0.28813
fails,0.20935
failure,-0.04288
failures,0.01382
fairfax,0.41227
fairfield,0.41227
fairly,-0.40979
faith,0.41284
faithfully,-0.06557
fake,-0.49528
falkland,-0.10114
fall,-0.2515
fallen,-0.06557
falling,0.41627
fallopian,0.19084
falls,-0.28988
false,-0.5134
falsely,0.11088
fame,-0.06557
familiar,0.13776
families,-0.19609
family,0.01191
familydoctor,0.41227
fan,0.71422
fancier,0.11088
fancy,0.41284
fantastic,-0.13302
far,-0.14289
farber,-0.06633
fare,-0.40402
fared,-0.37139
farm,0.3167
farther,-0.28813
fasciitis,-0.06557
fashion,-0.01436
fashioned,0.04399
faso,-0.10114
fast,-0.13433
faster,-0.02863
fastest,-0.13302
fasting,-0.06587
fat,-0.20106
fatal,-0.28875
fate,-0.06557
father,-0.13436
fatigue,0.0096
fats,0.03899
fatty,-0.30529
faulty,0.3167
favor,-0.49925
favorable,-0.82393
favored,0.41227
favorite,0.04399
favors,0.89124
fda,-0.02425
fear,-0.01464
feared,-0.54484
fearful,0.71422
fears,-0.31231
feasibility,0.11109
feasible,-0.06587
feat,0.11088
feature,0.7851
featured,0.23639
features,0.17981
feb,0.11431
february,0.00608
fecal,-0.40402
feces,0.41227
fed,0.25971
federal,-0.15381
federally,-0.06617
federation,-0.1924
federico,0.41227
feed,-0.54716
feedback,0.23795
feeding,-0.40402
feeds,0.41227
feel,-0.02607
feeling,-0.04022
feelings,-0.29165
feels,-0.09855
fees,-0.34496
feet,0.18744
feinberg,-0.11198
fell,-0.52319
fellow,0.23182
felt,0.02216
female,0.07067
females,0.23639
femur,0.01382
fen,0.11109
fennel,0.41284
fenton,0.23639
fermentable,0.41227
fermented,-0.06557
fertile,-0.19137
fertility,0.11322
fertilization,-0.289
fertilized,-0.06572
fetus,-0.24428
fetuses,0.01382
fever,0.04454
fevipiprant,0.41227
fewer,-0.1525
fiber,-0.11281
fibers,-0.73852
fibrillation,0.01388
fibrogen,0.41227
fibroids,0.4134
fibromyalgia,-0.06602
fibrosis,-0.19137
fiction,-0.19086
field,-0.18592
fields,0.01382
fifteen,-0.19086
fifth,-0.06617
fifty,0.01382
fight,0.14183
fighter,0.11088
fighting,-0.09571
fights,0.28811
figure,-0.11535
figured,-0.17028
figures,-0.40402
figuring,-0.19137
fiji,-0.10114
file,0.5122
filed,-0.06587
files,0.41227
filip,0.41227
fill,0.31864
filled,-0.29344
filling,-0.24288
fillings,0.41227
fills,0.58985
film,-0.43497
filter,-0.28813
final,-0.06742
finally,-0.13313
finances,0.41227
financial,-0.20729
financially,-0.06557
financing,-0.36767
find,-0.12581
finding,0.0089
findings,-0.00224
finds,-0.18186
fine,-0.03922
finger,-0.11198
fingerprint,-0.19086
fingers,-0.289
fingertip,0.41227
finish,-0.54484
finished,-0.19189
finkel,0.41227
finland,-0.30904
finnish,-0.13302
fire,-0.49528
fireflies,0.41227
firestone,0.41227
firing,0.41227
firm,0.15794
firmly,0.11109
first,-0.04853
fish,-0.07687
fishing,-0.06557
fishman,-0.06557
fist,0.41227
fit,-0.70195
fitbit,0.71422
fitness,0.014
fits,-0.04114
fitted,0.58985
fitter,0.71422
fitting,0.41284
five,-0.17044
fix,-0.03625
fixed,-0.06572
fixes,0.23639
fla,-0.3213
flag,0.11109
flags,0.41284
flaky,0.41227
flare,0.23717
flash,-0.3689
flashes,-0.09571
flashing,-0.19086
flat,0.63711
flatten,0.41227
flavonoid,0.71422
flavonoids,-0.19137
flavonols,0.41227
flavor,0.01382
flavored,0.4134
flawed,-0.289
flaws,-0.28813
flaxseed,-0.06557
fledged,-0.06557
flesh,0.11088
flew,0.23639
flexibility,0.28811
flexible,-0.54716
flibanserin,0.71422
flicker,0.41227
flickr,0.41227
flies,0.41284
flight,0.04399
flights,-0.06557
flip,-0.28813
floating,0.41284
flood,-0.36767
floor,-0.33075
florence,0.11088
florida,-0.00952
flour,-0.36767
flow,0.04871
flowing,-0.36767
flows,0.58985
flu,-0.04779
fluctuate,0.71422
fluctuations,0.11088
fluid,-0.11535
fluids,0.11151
fluke,0.11088
fluoride,0.11088
fluorouracil,0.41227
fluoxetine,-0.13302
flurry,-0.19086
flushes,0.71422
flushing,-0.06557
fly,0.1113
fmri,0.23639
foam,0.23639
focus,-0.20609
focused,-0.06276
focuses,-0.13436
focusing,0.00155
fodmap,0.41227
fodmaps,0.41227
fog,-0.06557
folate,-0.06572
fold,-0.22701
folder,-0.10114
folds,0.11088
folfirinox,0.41227
folic,-0.19189
folk,0.11088
folks,-0.19189
follicle,-0.19086
follicles,0.11109
follicular,0.41227
follow,-0.20384
followed,-0.21927
followers,0.11088
following,0.00519
follows,-0.33075
followup,0.11088
food,-0.17257
foods,-0.13842
foot,-0.24428
football,-0.06572
foothold,0.41227
force,-0.17684
forced,-0.01436
forces,-0.54484
forcing,0.11109
ford,-0.06572
forearm,-0.06557
forecast,-0.06557
forehead,0.28811
foreign,-0.10114
forest,0.04399
forever,-0.76885
forget,-0.06617
forgetting,0.11088
forgotten,-0.06557
form,-0.07582
formal,-0.43497
formally,0.04399
formation,0.08182
formed,-0.40402
former,-0.32908
formerly,-0.43497
forming,-0.3689
forms,0.18897
formula,-0.12125
formulas,-0.28813
formulated,-0.19086
formulation,-0.13302
forteo,-0.06557
forth,-0.43497
forthcoming,-0.06557
fortified,-0.70598
fortunate,-0.19086
fortune,0.41227
fortunes,0.41227
forty,-0.01436
forward,0.1538
fosamax,-0.289
foster,-0.43497
fought,0.23639
found,-0.0376
foundation,-0.11756
founded,-0.29076
founder,-0.10599
founders,-0.06557
fountain,-0.06557
four,-0.12611
fourth,-0.22893
fox,-0.06587
foxnews,0.85985
fraction,-0.06602
fractional,0.41227
fracture,-0.09456
fractures,-0.10671
fragile,-0.28813
frail,0.01382
frame,-0.43497
framework,0.41284
framingham,0.01382
france,-0.05186
francisco,-0.31901
frank,-0.22701
frankfurt,0.71422
frankly,0.11088
fraught,-0.19086
freak,0.11088
fred,-0.06602
frederick,-0.06557
free,-0.22377
freedland,0.11088
freedom,0.71572
freely,-0.06557
freeman,0.11088
freeze,0.23717
freezes,0.11088
freezing,-0.63271
fremont,0.41227
french,-0.08295
frequency,0.07138
frequent,-0.19663
frequently,-0.24153
fresh,-0.21153
friday,-0.06695
fried,-0.13302
friedman,-0.49333
friend,-0.02229
friendly,-0.289
friends,-0.02837
fright,0.41227
frightened,-0.19086
frightening,-0.06557
front,0.04047
frontal,0.71572
frontiers,0.89124
frown,0.41227
frozen,-0.06617
fructose,0.23639
fruit,0.28533
fruits,-0.10313
frustrated,-0.15374
frustrating,-0.33075
frustration,0.28811
frutarom,0.41227
fry,0.41227
fuel,0.15008
full,-0.13228
fuller,0.11109
fullness,0.41227
fully,-0.44641
fumiko,0.71422
fun,0.01382
function,0.03396
functional,-0.00334
functionality,0.11088
functioned,0.11088
functioning,-0.00334
functions,0.04454
fund,-0.06617
fundamentally,-0.19086
funded,-0.23497
funding,-0.11054
fundraising,0.41227
funds,0.04399
funeral,0.11109
fungal,0.28811
fungi,0.71572
fungus,0.41284
furthermore,-0.3689
fuse,0.41227
fused,0.41227
fusion,0.71572
futile,0.11088
futuna,-0.10114
future,-0.09256
futures,0.41227
gabon,-0.10114
gadget,0.58985
gaillard,0.89124
gain,-0.42987
gained,-0.23504
gaining,-0.10114
gains,0.23795
gait,0.3167
galbraith,0.41227
gall,0.11088
gallery,0.4134
gambia,-0.10114
game,0.05805
games,0.11151
gamma,0.23639
gandhi,0.41227
gandy,0.41227
ganglion,0.41227
gangrene,0.41227
gao,-0.19086
gap,0.01394
gaps,-0.36767
garcia,0.41227
garden,0.11088
gardner,-0.08473
garlic,0.4134
gary,-0.31827
gas,0.21796
gasp,0.11088
gasping,0.11088
gass,0.71422
gastrectomy,-0.19086
gastric,-0.34496
gastroenterological,0.11088
gastroenterologist,0.1113
gastroenterologists,0.11088
gastroenterology,0.11193
gastrointestinal,0.02107
gate,0.11088
gates,-0.19086
gather,-0.19137
gathered,-0.13302
gathering,-0.19137
gave,-0.26987
gay,-0.28813
ge,-0.43497
geared,0.41227
gearing,0.71422
gel,-0.09456
gels,-0.289
gemcitabine,0.11088
gen,-0.19086
gender,-0.04114
gene,0.01785
genentech,-0.33075
general,-0.21733
generalize,-0.36767
generalized,0.01382
generally,-0.23157
generate,0.19183
generated,-0.31827
generates,0.11088
generating,-0.59095
generation,-0.10944
generations,0.23639
generic,-0.65218
generically,-0.24288
generics,0.11088
generous,0.41284
genes,-0.07631
genetic,0.09389
genetically,-0.21153
geneticist,-0.43497
geneticists,-0.06557
genetics,-0.13573
geneva,0.41284
genitals,0.11088
genitourinary,0.28811
genomic,-0.36767
genomics,0.28811
genotype,0.11109
gentle,0.335
genuine,0.41227
genuinely,0.11088
george,-0.40688
georgetown,-0.67085
georgia,-0.17459
geraldine,-0.19086
geriatric,0.19084
geriatrics,-0.06572
german,-0.09017
germany,-0.00769
gerontology,0.11088
gestation,-0.43497
gestational,-0.28813
get,-0.18678
gets,-0.24289
getting,-0.23839
getty,-0.0679
ghana,-0.10114
gi,-0.06557
giant,-0.06602
gibraltar,-0.10114
gibson,0.41227
gifted,0.41227
gilead,0.41284
gilenya,0.11088
gina,0.71422
ginger,0.01382
gingerol,0.41227
ginkgo,-0.06557
girl,-0.01445
girlfriend,0.11088
girls,-0.14365
give,-0.21979
given,-0.10661
gives,0.00439
giving,-0.30821
glad,-0.06572
glance,-0.06557
gland,0.15927
glands,0.3167
glasgow,0.41227
glass,-0.14365
glaucoma,-0.36767
glaxosmithkline,-0.41662
gleaned,0.41227
gleevec,-0.06557
glen,0.23639
glenn,0.11088
glioblastoma,-0.36767
global,0.00608
globally,-0.06617
globe,-0.70598
gloria,-0.19086
glow,-0.06557
glucagon,0.41227
glucose,0.10036
glutamate,0.41227
gluten,0.41512
gmail,0.41227
go,-0.07538
goal,0.10424
goals,-0.12556
god,-0.24288
goes,-0.18186
going,-0.29142
gold,-0.15064
golden,-0.06557
golf,0.3167
golfers,0.11088
gomez,0.11088
gone,-0.10235
gonna,0.11088
good,-0.14878
goodwin,-0.13302
google,0.01382
gordon,-0.29076
got,-0.18471
gotta,0.41227
gotten,-0.13504
gottlieb,-0.28813
gourlay,0.41227
gout,0.89124
gov,-0.25955
govern,0.11088
governing,0.11088
government,-0.35491
governments,-0.28813
gp,0.4134
gps,0.71422
grab,0.01382
grabbed,-0.19086
grabs,-0.19086
gracefully,0.41227
grade,-0.11281
grader,0.41227
graders,0.41227
gradual,-0.54484
gradually,-0.30715
graduate,0.21796
graduates,0.11088
graft,0.19084
grafted,0.41227
graham,-0.28813
grail,0.68304
grain,0.01388
grains,-0.06679
gram,-0.33075
grams,0.051
grand,0.41284
grandchildren,0.11109
grandfather,0.23639
grant,-0.23504
granted,-0.19137
grants,-0.09456
grapes,0.335
graphic,0.41284
grasp,-0.19086
grass,-0.06557
grateful,-0.24288
grave,0.11088
gravity,0.41284
gray,-0.08705
great,-0.04128
greater,0.00387
greatest,-0.06679
greatly,-0.35255
greece,-0.16401
greek,-0.28813
green,-0.18419
greene,0.41227
greenland,-0.13369
greens,0.58985
greenville,0.41227
gregg,-0.73852
gregory,-0.01436
grenada,-0.10114
grenadines,-0.10114
gretchen,0.11088
grew,0.06609
grey,-0.19086
grief,0.4134
griffith,0.11088
grim,-0.54484
grin,-0.06557
grob,0.11088
grocery,-0.15374
groin,0.56254
grosso,0.41227
ground,0.19284
groundbreaking,-0.43497
groundwork,0.41227
group,-0.12105
grouped,0.11088
groups,-0.15885
grow,-0.06839
growing,-0.19879
grown,0.02674
grows,-0.03585
growth,-0.16664
growths,-0.09456
grueling,-0.28813
gsk,-0.19086
guacamole,0.11088
guadeloupe,-0.10114
guam,-0.10114
guarantee,-0.59095
guard,-0.19086
guardian,-0.19086
guatemala,-0.10114
guess,-0.19189
guessed,0.11088
guessing,0.71422
guesswork,0.11088
guiana,-0.10114
guidance,-0.54716
guide,0.13083
guided,0.11172
guideline,-0.49333
guidelines,-0.2923
guides,0.71422
guiding,-0.06557
guilherme,0.41227
guillermo,0.41227
guilty,0.11088
guinea,-0.21909
gum,-0.59095
gums,-0.28813
gupta,0.01382
gustave,0.41227
gut,-0.16573
guts,0.41227
guttmacher,0.41227
guy,0.11151
guyana,-0.10114
guys,-0.49333
gym,-0.24288
gyn,0.19084
gynecological,0.4134
gynecologist,0.06
gynecologists,-0.43818
gynecology,-0.08473
gyno,0.41227
hab,0.41227
habit,-0.41662
habits,-0.13021
habitual,0.41227
haddock,0.11088
hailed,-0.19137
hair,-0.14365
hairline,0.41227
haiti,-0.10114
hakan,0.11088
hal,0.11088
half,-0.16528
hall,-0.06587
hallmark,-0.06602
hallmarks,0.41284
hallucinations,-0.15374
hallucinogen,0.11088
hallucinogenic,0.11088
halt,0.11172
halted,-0.67085
halting,0.89367
halve,0.41227
halved,-0.36767
halves,0.11088
ham,0.41227
hamburg,0.11088
hamper,-0.06557
hampshire,-0.28813
hand,-0.26587
handful,-0.4554
handheld,0.01382
handle,0.06
handles,-0.06557
handling,-0.06557
handout,-0.36767
hands,-0.33503
hang,-0.19086
hanging,-0.19086
hannah,0.41227
happen,-0.05213
happened,-0.24711
happening,-0.91715
happens,-0.25384
happier,0.04399
happiest,0.41227
happy,0.01412
harbor,0.11151
harboring,-0.06557
hard,-0.14027
harden,0.41284
hardening,-0.19086
harder,-0.20729
hardesty,0.41227
hardly,-0.24288
harish,0.41227
harm,-0.23491
harmed,-0.49333
harmful,-0.20622
harming,0.01382
harmless,-0.43657
harmlessly,0.41227
harms,-0.67427
harness,-0.43497
harnesses,0.71422
harnessing,0.11109
harofeh,0.41227
harper,0.11088
harsh,-0.36767
harvard,-0.23663
harvest,-0.36767
harvested,0.4134
harvey,0.11088
hass,0.11088
hassle,0.41227
hat,0.41227
hate,-0.43497
hated,-0.06557
hazard,-0.06572
hazards,-0.06572
hdl,0.02674
head,-0.03354
headache,-0.00049
headaches,-0.03922
headed,-0.06587
headedness,0.41227
heading,0.23639
headline,0.41284
headphones,0.11088
headquarters,0.28811
heads,-0.56566
headsets,0.41227
heal,0.13542
healed,-0.19137
healing,-0.12825
health,-0.26896
healthcare,-0.32686
healthday,0.00103
healthful,-0.19137
healthier,-0.18574
healthiest,0.71422
healthjournal,-0.13302
healthstat,0.41227
healthy,-0.00723
healy,-0.10114
hear,-0.14644
heard,-0.10944
hearing,-0.11281
heart,-0.14771
heartbeat,0.28811
heartbeats,0.23717
heartburn,0.1113
heartening,0.11088
heartmate,0.41227
hearts,0.13776
heartware,0.41227
heat,-0.26812
heating,0.89124
heaviest,0.11088
heavily,-0.09456
heavy,-0.25938
heb,0.11109
heck,0.71422
heel,-0.19086
hefty,0.11088
height,-0.40402
heightened,-0.06572
held,0.03725
helen,-0.36767
helena,-0.10114
helicopters,0.41227
heller,0.41227
hellmann,0.41227
help,-0.02256
helped,-0.26038
helpful,-0.54196
helping,-0.03752
helps,-0.1469
hematologist,0.28811
hematology,-0.59095
hemisphere,-0.06557
hemispheres,0.41227
hemorrhage,0.01382
hemorrhages,0.41227
hemorrhoids,0.11088
hemp,0.11088
hence,0.71422
henry,-0.34496
hepatitis,-0.15374
herald,0.11088
heralded,0.41227
herb,-0.49333
herbal,-0.26812
herbs,-0.59095
herceptin,0.58985
herring,-0.06557
herzegovina,-0.10114
hesitancy,0.41227
hg,-0.19086
hgh,0.11088
hicks,0.11088
hidden,-0.15374
hide,0.23717
high,-0.19555
higher,-0.24386
highest,-0.13854
highlight,0.23717
highlighted,0.71572
highlights,-0.16401
highly,-0.12592
highway,0.71422
hijacks,0.41227
hiking,-0.06557
hill,-0.39412
hills,-0.36767
hinder,0.23639
hinges,0.41227
hip,0.09333
hippocampal,0.41284
hippocampus,0.3167
hips,-0.54484
hire,0.41227
historically,0.41284
histories,-0.67085
history,-0.05089
hit,-0.04726
hitchcock,0.11088
hits,-0.76885
hitting,-0.19137
hiv,-0.29076
ho,0.41284
hoberman,0.11088
hodgkin,0.01382
hodi,0.41227
hoeft,0.71422
hoffmann,0.11088
hold,-0.23673
holding,-0.21909
holdings,0.11088
holds,0.11343
hole,0.04399
holes,-0.36767
holistic,-0.06557
hollis,0.41227
hollow,0.11088
hollywood,0.11088
holmes,0.11088
holy,0.24114
home,-0.00707
homes,-0.19137
homework,0.11088
homing,0.41227
homocysteine,0.11109
honduras,-0.10114
hone,0.41227
honest,-0.06557
honey,0.28811
hong,-0.02229
honolulu,0.41227
honor,0.41227
honoraria,-0.19086
hook,-0.19086
hooked,-0.49333
hookworm,0.41227
hookworms,0.41227
hope,0.0568
hoped,-0.19449
hopeful,-0.14365
hopefully,0.06048
hopeless,-0.19086
hopes,-0.13747
hoping,-0.21924
hopkins,-0.01206
horizon,-0.24288
hormonal,-0.37392
hormone,-0.11035
hormones,0.02277
horovitz,0.41227
horrible,-0.13302
horse,0.4134
horses,0.41227
hospital,-0.17085
hospitalization,-0.37014
hospitalizations,-0.10114
hospitalized,-0.12125
hospitals,-0.10753
host,-0.04114
hot,0.02443
hour,-0.03238
hours,-0.01994
house,0.06609
household,0.19084
houston,-0.03264
hovorka,1.0171
howard,-0.40402
however,-0.29835
hpv,-0.63271
hra,0.41227
hrt,0.11109
hsct,0.41227
https,-0.19086
hu,0.41284
hub,0.11088
hudson,0.41227
huge,-0.19993
hugely,0.1113
hughes,-0.36767
human,-0.06494
humanity,0.41227
humans,0.00447
humidity,0.11088
humphreys,0.41227
hunch,0.41227
hundred,-0.41662
hundreds,-0.42578
hung,-0.36767
hungary,-0.10114
hunger,0.16986
hungry,0.01382
hunt,-0.43497
hunter,-0.06557
huntington,-0.43497
hurdles,-0.63271
hurt,0.02224
hurting,-0.36767
hurts,0.11109
husband,-0.02009
hutchinson,-0.13302
hyde,-0.49333
hydration,0.41284
hydrogen,0.11088
hydrogenated,0.41227
hygiene,-0.11198
hype,-0.28813
hyped,0.11088
hyperactivity,0.23795
hyperplasia,0.11109
hypertension,-0.11364
hypnosis,0.41227
hypoactive,0.71422
hypodermic,0.71422
hypoglycemia,0.2677
hypoglycemic,0.41227
hypothalamus,-0.36767
hypothesis,-0.41662
hypothesized,0.01382
hysterectomy,-0.06572
hz,0.41227
ian,-0.01436
ibs,0.53927
ibuprofen,-0.46689
icad,0.41227
icahn,-0.13302
icd,0.41227
ice,-0.06602
iced,-0.06557
iceland,-0.10114
icr,0.53927
id,0.41227
idaho,-0.06557
idea,-0.23093
ideal,0.06097
ideally,-0.84911
ideas,-0.54484
idec,0.41227
identical,0.20935
identifiable,0.11088
identification,-0.13302
identified,-0.06233
identifies,0.28811
identify,0.27881
identifying,0.00608
iffy,0.11088
igf,-0.19086
ignites,0.41227
ignore,0.04399
ignored,0.11109
ignoring,-0.28813
ii,0.1897
iii,-0.19292
il,-0.19086
ill,-0.06679
illegal,-0.54484
illinois,-0.33075
illness,-0.03331
illnesses,-0.06679
ills,-0.06557
illumina,-0.19086
illuminating,0.41227
illustrates,0.41227
illustration,0.41227
iloprost,0.41227
image,-0.07546
imagery,0.71422
images,0.13802
imagination,0.11088
imagine,-0.04114
imaging,0.05099
imbalance,0.41284
imbalances,0.41284
immature,0.23639
immediate,-0.24225
immediately,-0.16404
immense,0.71422
immersed,0.41284
imminent,0.11088
immune,-0.0763
immunity,-0.28988
immunization,0.01382
immunized,0.41227
immunocompromised,0.41227
immunodeficiency,-0.06557
immunological,0.41284
immunologist,-0.06557
immunology,-0.02229
